pathtime,mj_vx,mj_vy,cc_tgt,px,py,pz,vx,vy,vz,ax,ay,az
0,0.0,0.0,0,-0.030384967103600502,0.07775834202766418,-2.5910797119140625,0.019713182002305984,-0.03953424096107483,0.002497405046597123,0.011498904787003994,-0.0599013976752758,-0.011049210093915462
0,0.0,0.0,0,-0.03056657686829567,0.07783996313810349,-2.59100341796875,0.019583847373723984,-0.03976213559508324,0.0024604261852800846,0.014694497920572758,-0.06385485082864761,-0.005989800672978163
0,0.0,0.0,0,-0.030740877613425255,0.07790906727313995,-2.5909271240234375,0.019485151395201683,-0.039862412959337234,0.0024342171382158995,0.01767878606915474,-0.04686472564935684,-0.004607252310961485
0,0.0,0.0,0,-0.031067529693245888,0.0780121237039566,-2.590789794921875,0.019352613016963005,-0.0401097871363163,0.002308799186721444,0.021219998598098755,-0.04969487711787224,-0.006793066393584013
0,0.0,0.0,0,-0.031251534819602966,0.07807797938585281,-2.5906829833984375,0.019288230687379837,-0.04027388244867325,0.0023189939092844725,0.022723741829395294,-0.05512864142656326,-0.0004940665676258504
0,0.0,0.0,0,-0.031427767127752304,0.07813183963298798,-2.5905914306640625,0.019230589270591736,-0.040359169244766235,0.0022462334018200636,0.02271876111626625,-0.044258963316679,-0.010815448127686977
0,0.0,0.0,0,-0.03159670904278755,0.07817428559064865,-2.5904998779296875,0.019107382744550705,-0.04045797139406204,0.002190530067309737,0.01369765866547823,-0.04495587199926376,-0.008636618964374065
0,0.0,0.0,0,-0.031758565455675125,0.07820530235767365,-2.5904083251953125,0.01903984509408474,-0.040612246841192245,0.0021628953982144594,0.0198526531457901,-0.05092361569404602,-0.005082692485302687
0,0.0,0.0,0,-0.031932249665260315,0.07825713604688644,-2.590301513671875,0.01899670623242855,-0.040727775543928146,0.002032842254266143,0.023331133648753166,-0.04871772229671478,-0.01816497929394245
0,0.0,0.0,0,-0.03225623443722725,0.07832787930965424,-2.590118408203125,0.01891779527068138,-0.0408991277217865,0.0018763529369607568,0.018991325050592422,-0.04008011892437935,-0.011176335625350475
0,0.0,0.0,0,-0.03240717574954033,0.07834640145301819,-2.5900115966796875,0.018868574872612953,-0.04110471159219742,0.0017725314246490598,0.020199742168188095,-0.057174865156412125,-0.015014315955340862
0,0.0,0.0,0,-0.03270546346902847,0.07839003205299377,-2.589813232421875,0.01880241371691227,-0.04140137881040573,0.0016451746923848987,0.018696855753660202,-0.04993176460266113,-0.00814115535467863
0,0.0,0.0,0,-0.03285270929336548,0.07841512560844421,-2.5897216796875,0.018789643421769142,-0.04155326262116432,0.0015325361164286733,0.023510267958045006,-0.05218813568353653,-0.015561933629214764
0,0.0,0.0,0,-0.03299236297607422,0.07842863351106644,-2.589630126953125,0.01880580373108387,-0.04175744205713272,0.0014245088677853346,0.026420902460813522,-0.05774233862757683,-0.014945398084819317
0,0.0,0.0,0,-0.033124495297670364,0.07843054831027985,-2.58953857421875,0.018846454098820686,-0.04195357486605644,0.0013243691064417362,0.02879435196518898,-0.05578075349330902,-0.013920477591454983
0,0.0,0.0,0,-0.033275045454502106,0.07846180349588394,-2.5894622802734375,0.018856333568692207,-0.042124632745981216,0.0012504725018516183,0.025937002152204514,-0.05621730908751488,-0.010624526999890804
0,0.0,0.0,0,-0.03355284035205841,0.07849115133285522,-2.5893096923828125,0.01886913925409317,-0.042402055114507675,0.001104944502003491,0.025456015020608902,-0.051639776676893234,-0.01003639679402113
0,0.0,0.0,0,-0.033680371940135956,0.078489288687706,-2.5892333984375,0.01891520991921425,-0.04251505807042122,0.0009853921364992857,0.02838394232094288,-0.04612264037132263,-0.015859490260481834
0,0.0,0.0,0,-0.03383265435695648,0.07851966470479965,-2.58917236328125,0.01892499253153801,-0.042635079473257065,0.0009106707875616848,0.0255444198846817,-0.0508623830974102,-0.009614973329007626
0,0.0,0.0,0,-0.03411348536610603,0.07854602485895157,-2.5890655517578125,0.018957914784550667,-0.04289994016289711,0.0007225738372653723,0.02529764547944069,-0.045434918254613876,-0.01228134986013174
0,0.0,0.0,0,-0.03424234315752983,0.07854299247264862,-2.589019775390625,0.018967734649777412,-0.04297403618693352,0.0006553648854605854,0.02352454699575901,-0.042051270604133606,-0.008659902028739452
0,0.0,0.0,0,-0.03439927101135254,0.07856296747922897,-2.5889739990234375,0.018998943269252777,-0.04310259222984314,0.0005963685107417405,0.028692346066236496,-0.051713813096284866,-0.0071260142140090466
0,0.0,0.0,0,-0.0345478281378746,0.07857149094343185,-2.58892822265625,0.01902201399207115,-0.043259017169475555,0.0005775034660473466,0.026966702193021774,-0.0541522279381752,-0.0019734723027795553
0,0.0,0.0,0,-0.03482016175985336,0.07855696231126785,-2.5888671875,0.019161740317940712,-0.043521299958229065,0.0005645258352160454,0.031526971608400345,-0.04983603581786156,0.0023129393812268972
0,0.0,0.0,0,-0.03496560826897621,0.07856295257806778,-2.588836669921875,0.01924830675125122,-0.043573860079050064,0.0005751599092036486,0.034744009375572205,-0.04197583347558975,0.001859385403804481
0,0.0,0.0,0,-0.035102732479572296,0.07855845987796783,-2.58880615234375,0.019309155642986298,-0.04366777464747429,0.0005016534705646336,0.03084190934896469,-0.04610862955451012,-0.008675734512507915
0,0.0,0.0,0,-0.03523154929280281,0.07854334264993668,-2.588775634765625,0.01938643306493759,-0.04379497468471527,0.00047790040844120085,0.03222566470503807,-0.04925898090004921,-0.0024735925253480673
0,0.0,0.0,0,-0.03548680990934372,0.07851666212081909,-2.588714599609375,0.01958346739411354,-0.044146597385406494,0.0003168349794577807,0.035062525421381,-0.04986531287431717,-0.0072172838263213634
0,0.0,0.0,0,-0.03561307489871979,0.07850503921508789,-2.58868408203125,0.01966378465294838,-0.044317759573459625,0.00023233775573316962,0.03260749951004982,-0.055840592831373215,-0.010030808858573437
0.0,0.0025973802,0.0189615,0,-0.03573111072182655,0.07848332822322845,-2.588653564453125,0.0197428148239851,-0.04443209245800972,0.00015784664719831198,0.03176090493798256,-0.047901321202516556,-0.008797272108495235
0.0,0.0025973802,0.0189615,0,-0.03584101423621178,0.07845141738653183,-2.588623046875,0.01985008455812931,-0.04453638195991516,9.222791413776577e-05,0.03465483710169792,-0.04565783962607384,-0.007705296855419874
0.0,0.0025973802,0.0189615,0,-0.036108747124671936,0.07844377309083939,-2.58856201171875,0.019998127594590187,-0.044758379459381104,-8.25627357698977e-05,0.030476903542876244,-0.0476691760122776,-0.011436640284955502
0.0,0.0025973802,0.0189615,0,-0.03623020276427269,0.078423872590065,-2.5885467529296875,0.020087292417883873,-0.04488222301006317,-0.00020144888549111784,0.03430049866437912,-0.049983780831098557,-0.014186370186507702
0.0,0.0025973802,0.0189615,0,-0.036343738436698914,0.0783936083316803,-2.5885162353515625,0.020133083686232567,-0.04497995972633362,-0.0002913575735874474,0.028208700940012932,-0.04570983350276947,-0.010585877113044262
0.0,0.0025973802,0.0189615,0,-0.036495134234428406,0.07840440422296524,-2.5884857177734375,0.020223461091518402,-0.04502873122692108,-0.000358208199031651,0.037516310811042786,-0.04428465664386749,-0.008051282726228237
0.0,0.0025973802,0.0189615,0,-0.03677274286746979,0.07839389145374298,-2.588409423828125,0.020307745784521103,-0.045184094458818436,-0.0009416522807441652,0.0362720713019371,-0.04451792314648628,-0.06458907574415207
