pathtime,mj_vx,mj_vy,cc_tgt,px,py,pz,vx,vy,vz,ax,ay,az
0,0.0,0.0,0,-0.009115340188145638,0.020618386566638947,-2.58984375,0.01200478058308363,0.006354046985507011,0.0014579022536054254,-0.0028007852379232645,-0.017575670033693314,0.015108845196664333
0,0.0,0.0,0,-0.00876501016318798,0.02073662541806698,-2.58984375,0.012163020670413971,0.006195647642016411,0.0015489938668906689,0.00239269039593637,-0.02477138303220272,0.009581445716321468
0,0.0,0.0,0,-0.008419298566877842,0.020852165296673775,-2.5898590087890625,0.012307533994317055,0.006099071353673935,0.0016240420518442988,0.0011280184844508767,-0.016902396455407143,0.007625668775290251
0,0.0,0.0,0,-0.0080783786252141,0.02096531353890896,-2.5898590087890625,0.012371417135000229,0.005986930802464485,0.0017845940310508013,-0.008511723950505257,-0.018710363656282425,0.018361954018473625
0,0.0,0.0,0,-0.007410546764731407,0.021184271201491356,-2.5898590087890625,0.012603893876075745,0.005744487978518009,0.0020380448549985886,-0.0009629292762838304,-0.020801544189453125,0.015939584001898766
0,0.0,0.0,0,-0.00703964289277792,0.021274195984005928,-2.58984375,0.012715911492705345,0.0056191314943134785,0.002186786849051714,-0.005617773160338402,-0.018697340041399002,0.01627206616103649
0,0.0,0.0,0,-0.006674005184322596,0.02136201225221157,-2.5898284912109375,0.012818926014006138,0.005473117344081402,0.0022688836324959993,-0.0062332358211278915,-0.021189406514167786,0.008006113581359386
0,0.0,0.0,0,-0.006313276011496782,0.02144778147339821,-2.589813232421875,0.012956627644598484,0.005377748981118202,0.0022831950336694717,-0.0014016976347193122,-0.014768886379897594,-0.0004041939682792872
0,0.0,0.0,0,-0.005559203214943409,0.021595943719148636,-2.5897674560546875,0.013150806538760662,0.005078679416328669,0.0024888175539672375,-0.006250389385968447,-0.01945302076637745,0.01289322879165411
0,0.0,0.0,0,-0.005166160874068737,0.02165861241519451,-2.589752197265625,0.01333297323435545,0.004937313962727785,0.0025906201917678118,0.0010957882041111588,-0.018908310681581497,0.010513699613511562
0,0.0,0.0,0,-0.0047784242779016495,0.02171955071389675,-2.5897216796875,0.013419108465313911,0.004797634668648243,0.0026696703862398863,-0.010344868525862694,-0.018651025369763374,0.007731373887509108
0,0.0,0.0,0,-0.004396260716021061,0.02177875116467476,-2.5897064208984375,0.01350459922105074,0.004667563829571009,0.0027872673235833645,-0.009877231903374195,-0.01740431971848011,0.012731178663671017
0,0.0,0.0,0,-0.003571008564904332,0.021838529035449028,-2.58966064453125,0.013674813322722912,0.004288571886718273,0.0029673248063772917,-0.0136836227029562,-0.020943494513630867,0.008572823368012905
0,0.0,0.0,0,-0.003167730523273349,0.02186622843146324,-2.589630126953125,0.013705305755138397,0.0040887463837862015,0.002989697502925992,-0.018792415037751198,-0.0236711073666811,0.000698491872753948
0,0.0,0.0,0,-0.002770515624433756,0.02189246192574501,-2.589599609375,0.013773881830275059,0.003919659182429314,0.003076211316511035,-0.013444755226373672,-0.019848022609949112,0.008774920366704464
0,0.0,0.0,0,-0.002333403332158923,0.021902162581682205,-2.5895843505859375,0.013870076276361942,0.003748509334400296,0.0031272126361727715,-0.013517099432647228,-0.019170841202139854,0.004931352566927671
0,0.0,0.0,0,-0.001477822894230485,0.02191820554435253,-2.5895538330078125,0.014072573743760586,0.00336897699162364,0.0032122337725013494,-0.01692681573331356,-0.02466605417430401,0.005060340743511915
0,0.0,0.0,0,-0.0010594374034553766,0.021924244239926338,-2.58953857421875,0.014161515049636364,0.0031802598387002945,0.003260966157540679,-0.012481684796512127,-0.021492794156074524,0.004685483407229185
0,0.0,0.0,0,-0.000603013439103961,0.021910814568400383,-2.5895233154296875,0.014195987954735756,0.0029830250423401594,0.0032451001461595297,-0.022661499679088593,-0.021674610674381256,-0.0030305234249681234
0,0.0,0.0,0,-0.00015392729255836457,0.02189662493765354,-2.589508056640625,0.014230044558644295,0.0028241602703928947,0.0032509134616702795,-0.022010279819369316,-0.01694026030600071,-0.00029196959803812206
0,0.0,0.0,0,0.0007230925257317722,0.021867282688617706,-2.5894775390625,0.01422725711017847,0.0025027391966432333,0.003161225700750947,-0.030763881281018257,-0.018578223884105682,-0.006955116521567106
0,0.0,0.0,0,0.0011906627332791686,0.02184438705444336,-2.5894775390625,0.014259974472224712,0.0023340624757111073,0.0030827070586383343,-0.023976458236575127,-0.01884591579437256,-0.010052229277789593
0,0.0,0.0,0,0.0016507746186107397,0.021820982918143272,-2.5894622802734375,0.01428863126784563,0.0021763434633612633,0.0030728252604603767,-0.023753762245178223,-0.01751864142715931,-0.0014672985998913646
